season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,cluster_kmeans,cluster_agg,pca1,pca2
1,0,1,17,0,6,0,2,0.44,0.4394,0.82,0.2836,67,2,1,-0.413035210041575,0.8918069092053981
1,0,1,18,0,6,0,3,0.42,0.4242,0.88,0.2537,35,2,0,-0.6945349640110678,0.7358785645518439
1,0,1,19,0,6,0,3,0.42,0.4242,0.88,0.2537,37,2,0,-0.6172004371957378,0.7387806105483163
1,0,1,20,0,6,0,2,0.4,0.4091,0.87,0.2537,36,2,0,-0.5626371363667911,0.8254268830818355
1,0,1,21,0,6,0,2,0.4,0.4091,0.87,0.194,34,2,0,-0.6321505752611263,0.5375994998647697
1,0,1,22,0,6,0,2,0.4,0.4091,0.94,0.2239,28,2,0,-0.6837025418710455,0.5620786751800222
1,0,1,23,0,6,0,2,0.46,0.4545,0.88,0.2985,39,2,0,-0.15078115063921324,0.861956050779207
1,0,1,0,0,0,0,2,0.46,0.4545,0.88,0.2985,17,1,1,-1.8535546599758101,0.7610099855284043
1,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537,17,1,1,-2.067319374810929,0.4854997813475769
1,0,1,2,0,0,0,2,0.42,0.4242,1.0,0.2836,9,1,1,-2.138479208764898,0.5922982245610456
1,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,6,1,1,-2.0566156132410205,0.15653470101804443
1,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194,3,1,1,-1.995097879637356,0.16656154020867045
1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,2,1,1,-1.2819342646488565,1.1536304083570792
1,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,1,1,1,-1.4622675886802916,0.7214013364375669
1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,8,1,1,-1.1799142690775677,0.9644167992617553
1,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,20,1,1,-1.230618117829448,0.9140082345836077
1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,53,1,1,-1.214891435092334,0.8336755384900149
1,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,70,2,1,-0.7791369672495116,1.1607201959181874
1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,93,2,1,-0.4126774719491747,1.454919503605775
1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,75,2,1,-0.7677012739812207,0.6710161141569689
1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,59,2,1,-0.8570973581394804,0.7984460545764761
1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,74,1,1,-0.9652960058049298,0.5957962478124548
1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,76,2,1,-0.6439767924376718,0.7962489186537068
1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,65,2,1,-0.1992024919594047,1.242212667907051
1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,53,2,1,0.44201406894510614,2.0899937760928458
1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,30,2,1,0.7308883291743926,2.919827141807874
1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,22,2,1,0.6107008693772954,2.6110660884138235
1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,31,2,1,0.4458424511432708,2.476680321618863
1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,9,2,1,0.3423670955282655,2.4250327654838695
1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,8,2,1,-0.002544977964509006,1.7658170774570643
1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,5,2,2,-1.069525216827931,2.0270728987673867
1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,2,2,2,-0.9114925707985104,2.3932432898629505
1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,1,2,2,-0.9171720190841525,2.3241211609735215
1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,3,2,2,-1.0747341171292042,1.8081478625169625
1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,30,2,2,-0.7942940240753209,2.294750387678341
1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,64,2,2,-1.0520328330058122,1.2882862514108582
1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,154,2,0,-0.4949185582250746,1.6106840985585689
1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,88,2,0,-0.18932689492708507,2.30792982570383
1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,44,2,0,-0.5219335281046457,1.649327438897927
1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,51,2,0,-0.14999543337768126,2.0155645693012536
1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,61,2,0,0.04510826826708934,1.897665072873913
1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,61,2,0,0.12030325909204623,1.7697195649272797
1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,77,2,0,0.40159676889058,1.7917332142664348
1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,72,2,0,0.3895781289098137,1.6561470731352421
1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,76,2,0,0.47323937300980984,1.6561992018540532
1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,157,2,0,0.695814739014307,1.4582774373495948
1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,157,2,0,0.4496365489539196,0.8316607481170499
1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,110,2,0,-0.30426638982249793,0.20861306196818044
1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,52,2,0,-0.18183675668677016,0.8158879707475274
1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,52,2,0,-0.4962976581683924,0.6934845260909944
1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,20,2,0,-0.7238689058975042,0.7654884296574754
1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,12,2,0,-0.3282150417442207,0.7918159943834109
1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,5,1,2,-2.0212177901603985,0.7292098376862244
1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,2,1,2,-2.057293931177505,0.6602164269389389
1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,1,1,2,-2.057738098783954,0.7960537532194496
1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,2,1,2,-2.0130364333411452,0.5841831718748146
1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,4,1,2,-2.0618814310960722,0.6220073766696647
1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,36,1,2,-2.0360369569419063,0.46363028859434813
1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,94,1,2,-1.7145694713153565,0.5347010169856817
1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,179,1,2,-1.1477945588960763,0.6068554178449975
1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,100,2,0,-1.0328255889788513,1.0606694016419318
1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,42,2,2,-1.0323882991190871,1.5691689979988899
1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,57,2,0,-0.4289284743159911,1.5815319444034548
1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,78,2,0,-0.5933716329972828,0.8905180656397306
1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,97,2,0,-0.4795878589831093,0.8586725803869955
1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,63,2,0,-0.31365109365665694,1.0806419967826886
1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,65,2,0,-0.13165207328618164,1.1717961208124654
1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,83,2,0,0.10717121648663273,1.1514497279050036
1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,212,2,0,0.50598626597831,0.9048850112211484
1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,182,2,0,0.3772040412246401,0.8646371241968008
1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,112,2,0,-0.012082278903488824,0.5854548503869191
1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,54,2,0,-0.12454927062814289,0.6738544147132346
1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,48,2,0,-0.7354733550095206,-0.08708592624824932
1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,35,2,0,-0.5041850203890889,0.3820826606990249
1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,11,2,0,-0.6687697802649591,0.38297260701878316
1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,6,1,2,-2.397178036846028,-0.08831460403809327
1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,6,1,2,-2.444109963856348,0.2842074720317561
1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,2,1,2,-2.3857555888950164,0.2956592698612128
1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,2,2,2,-1.156779810239419,1.2487793790840127
1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,3,2,2,-1.230084323266139,1.0361464705710093
1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,33,2,2,-0.967660842039727,1.3552932265851596
1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,88,2,0,-0.7299637075743153,1.272944105198113
1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,195,2,0,0.02529512622652389,1.6446517378877485
1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,115,2,0,0.02131892535046249,1.9124141891851771
1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,57,2,0,-0.09114806637419148,2.0008137535114927
1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,46,2,0,0.11801591014073377,1.981831935478522
1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,79,2,0,0.2934145548683889,1.9405602636712425
1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,71,2,0,0.3827808636407788,1.8087998977738988
1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,62,2,0,0.27689837655502586,1.2882969811773566
1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,62,2,0,0.34790618608568974,1.2940489444514904
1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,89,2,0,0.2696528355581611,0.7429482114542617
1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,190,2,0,0.5378081686699914,1.1047504047928776
1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,169,2,0,0.408190915571328,0.8439972357135951
1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,132,2,0,0.2951695804951001,0.7545063024550842
1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,89,2,0,0.10708166293446318,0.9998794767435756
1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,43,2,0,-0.03571364357697394,1.1998399417714685
1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,42,2,0,-0.23733721716432424,0.8912816381137368
1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,19,2,0,-0.3081007881521514,0.361292151198311
1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,11,1,2,-2.1994546444522047,0.14207045326413145
1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,4,1,2,-2.4078561820291844,0.03971585278585588
1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,2,1,2,-2.3431750897831862,0.04831773333765113
1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,1,1,2,-2.0029186419240945,0.5061387798930905
1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,4,1,2,-2.0820927184569715,0.46855484296441957
1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,36,1,2,-1.729974183020209,0.6212216877875286
1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,95,1,2,-1.5719513451169278,0.043331708719453646
1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,219,1,2,-1.1086870639369635,-0.1276111992214214
1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,122,1,2,-1.1116576747564884,0.11468796375903852
1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,45,1,0,-1.1489549873501224,0.24946770402497234
1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,59,2,0,-0.7213809447065426,0.679713307041174
1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,84,2,0,-0.47774790123176064,0.263316129064347
1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,67,2,0,-0.22562056376037715,0.8121677336516346
1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,70,2,0,0.002353002897003125,1.030604734157583
1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,62,2,0,-0.32103721271171215,0.2324517583204695
1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,86,2,0,0.10850580421069729,1.0395134856516803
1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,172,2,0,0.05902312703534492,0.7853317699603125
1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,163,2,0,0.0343510524852465,0.6554454633844429
1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,112,2,0,-0.2540436156246995,0.43290051804695956
1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,69,2,0,-0.0914590032475462,1.0090726877183547
1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,48,2,0,-0.012601449971738198,1.2024435081028064
1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,52,2,0,0.30284819988936224,1.5779451505283904
1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,23,2,0,-0.15215294660384954,1.0818025412205272
1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,17,1,2,-1.9263050609390813,0.859281825326043
1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,7,1,2,-1.9417135248079471,0.9289709601655742
1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,1,1,2,-1.8896858671312815,0.9432726752726924
1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,1,1,2,-1.9490744355100513,0.509884440452619
1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,5,1,2,-1.7880365112237295,0.05995144519563133
1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,34,1,2,-2.004549480952682,-0.19247697870293984
1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,84,1,2,-1.4734922396044152,0.40886876325207117
1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,210,2,0,-0.29633974306564936,1.1835255902918598
1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,134,2,0,-0.26745122201147853,1.5990407407392107
1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,63,2,0,-0.07216791452019312,1.9922640016785083
1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,67,2,0,-0.33427831996073404,1.47388988662693
1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,59,2,0,-0.1483970987625882,1.6982730726345245
1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,73,2,0,0.03410738806050342,1.8325385125645086
1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,50,2,0,-0.10804711344783642,1.663336439478835
1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,72,2,0,-0.09542941380116769,1.2526088702138847
1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,87,2,0,0.023028775364492247,1.236986453905558
1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,187,2,0,0.04128129312774807,0.28493794507472686
1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,123,2,0,0.03804293102361497,0.7675142351489337
1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,95,2,0,-0.4208595686880927,0.6362676793153124
1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,51,2,0,-0.22267973404368036,0.8770272175224352
1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,39,2,0,-0.12264735338044518,1.047845050631919
1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,36,2,0,0.10367391114375539,1.285355037359937
1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,15,2,0,-0.08693656005611736,1.1629906321736923
1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,25,1,1,-1.7549006123000415,1.6497059516261057
1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,16,1,1,-1.9776438737317634,1.218849845858252
1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,16,1,1,-2.108040251641197,0.7797096477640447
1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,7,1,1,-1.6964115138908162,1.6135908470095481
1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,1,1,1,-1.6443838562141506,1.6278925621166662
1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,5,1,1,-2.0619731352773942,1.3123127917664732
1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,2,1,1,-2.0004554016737295,1.3223396309570992
1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,9,1,1,-2.0414986127870667,1.021687619990557
1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,15,1,1,-2.4150815558510677,0.6435436442266252
1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,20,1,1,-2.3282569531087383,0.6421708143066055
1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,61,1,1,-1.6384971968700026,1.0830302613196776
1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,62,2,1,-0.75497756763426,2.3566825371389153
1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,98,2,1,-0.3933138167274428,2.360223716660443
1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,102,2,1,-0.010660417640123331,2.5086354164770417
1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,95,2,1,0.6998518797980401,3.5762309168285205
1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,74,2,1,0.6039518455788576,3.389957462264028
1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,76,2,1,0.7168021596451889,3.511838983850011
1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,69,2,1,0.7674709341245872,3.9476182588791464
1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,55,2,1,0.13744460465600972,2.7338235681038956
1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,30,2,1,0.1018617603738765,2.61201860411806
1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,28,2,1,0.12886323390529714,2.6803347728059324
1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,37,2,1,0.390042490111762,3.132872265330188
1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,34,2,1,0.5919652859807698,3.3506271895737276
1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,22,2,1,0.6483322982636147,3.6703570209653344
1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,25,2,1,-1.1827471821205668,3.1780925385214682
1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,12,2,1,-0.9851760663796155,3.5727814109539535
1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,11,2,1,-1.014925490112056,3.5009380829290064
1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,4,2,1,-1.0667632847977726,3.294218675990784
1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,1,2,1,-1.717000137636082,2.1139404939353876
1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,1,2,1,-1.6459923281054178,2.1196924572095215
1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,1,2,1,-1.2383068377993083,2.5896425436538313
1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,6,2,1,-1.4881599158324248,2.1240715905636356
1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,10,2,1,-1.067820990956983,2.5883218424526224
1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,19,2,1,-0.32068980440383443,3.766517132370082
1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,49,2,1,-0.345787710623973,3.062229525174238
1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,49,2,1,0.13797662328779592,3.7343740983881424
1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,83,2,1,0.2597266827773225,3.320815920405837
1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,75,2,1,0.41630264784947735,3.3375184521079735
1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,72,2,1,0.5977893748983886,3.401324311216169
1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,82,2,1,0.3923387400264232,2.81468615619553
1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,92,2,1,0.6831031733611311,3.3305500450702525
1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,62,2,1,0.4141406678013145,3.0830706044230896
1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,48,2,1,0.19579190051882722,2.812791825554636
1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,41,2,1,0.17146079358758148,2.7692533118471507
1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,38,2,1,-0.04580824750872286,2.408820273436769
1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,20,2,1,0.3373502624606605,3.255526100431749
1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,15,2,1,0.12415221649899319,2.675544329362314
1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,6,2,1,-0.2034803199470703,2.155939614131057
1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,5,2,2,-1.5720010908925899,1.8367015176873516
1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,2,2,-1.5136467159312583,1.8481533155168084
1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,3,2,2,-1.5705067202562613,1.5546260977444195
1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,1,2,2,-1.5058256280102635,1.5632279782962148
1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,3,1,2,-1.765168781970379,1.1019319011225108
1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,3,2,2,-1.4257719101590494,1.700542391934367
1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,31,2,2,-1.0637069090079467,1.834164372722556
1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,77,2,2,-0.9813791330702947,1.4779389748416156
1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,188,2,0,-0.4250439831003274,1.6219497929744013
1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,94,2,0,-0.6809219235341596,1.5534706825630655
1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,31,2,0,-0.70850361475043,1.871441120767705
1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,30,2,0,-0.563276576602228,1.8041857589133363
1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,52,2,0,-0.17652635892473315,1.797445493252386
1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,54,2,0,-0.09919183210940316,1.8003475392488584
1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,47,2,0,-0.1845220642154037,1.519644949225946
1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,45,2,0,-0.11984097196940607,1.5282468297777414
1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,74,2,0,-0.15849994925118072,1.0477828311574433
1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,178,2,0,0.17451228424155388,0.7573727298238011
1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,155,2,0,0.44115190727922304,1.388757269328764
1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,95,2,0,-0.05798485088593331,1.164720626044688
1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,74,2,0,-0.1266029788098422,1.1411315332808332
1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,38,2,0,-0.35975704217391236,1.2280670994980296
1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,24,2,0,-0.4000211284764795,1.1058021175464121
1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,18,2,0,-0.34799347079981413,1.1201038326535304
1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,12,1,2,-2.134347772999415,0.6999291654125747
1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,3,1,2,-1.9576156601094157,1.0149350202050462
1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,3,1,2,-1.6843494824028356,1.187959311450396
1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,6,1,2,-1.5960305090241778,0.9045110615874443
1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,27,1,2,-1.4585921680045197,0.8803388934461331
